rep,dist_m,frac,eff_dose,auc,tss,range_area_pct_change_05,range_area_pct_change_maxsss,suitability_mad,schoener_d,entity,algorithm
6,500,10,2.087378640776699,0.8463618543050676,0.4938150253592738,-5.886157826649418,-10.30640668523677,0.0178288696607608,0.9531496893777648,Astacus astacus,random_forest
6,500,20,4.757281553398059,0.8509595758044226,0.4906573962105792,-9.249676584734798,-12.969924812030076,0.0237155610493064,0.9365817252571168,Astacus astacus,random_forest
6,500,50,12.147716229348884,0.8484315418918709,0.5385724816329528,-27.61966364812419,-23.34801762114537,0.0404495261639884,0.9036866661517508,Astacus astacus,random_forest
7,0,0,0.0,0.8497703771397557,0.4654882361700759,,,,,Astacus astacus,random_forest
7,100,10,1.019417475728155,0.8488009415771096,0.4657860624149966,-4.125083166999334,-5.008635578583765,0.0194231561598681,0.9457307339589408,Astacus astacus,random_forest
7,100,20,2.5728155339805827,0.8503008329321242,0.4824180065924641,-8.050565535595476,-13.097345132743362,0.0194124433456942,0.9482191675083655,Astacus astacus,random_forest
7,100,50,6.656948493683188,0.8369180225643696,0.4891190002559573,-29.67398536260812,-37.91208791208791,0.0349700590578217,0.9185485906365204,Astacus astacus,random_forest
7,250,10,2.524271844660194,0.8450441900877078,0.4655957859060283,-3.992015968063872,-8.02139037433155,0.0193612141189397,0.9468163083835824,Astacus astacus,random_forest
7,250,20,3.4951456310679614,0.8508405381567444,0.4816907981805525,-9.647371922821025,-12.812499999999998,0.0205294602389781,0.9452726700177844,Astacus astacus,random_forest
7,250,50,9.57240038872692,0.8387761190242626,0.4831191638220979,-30.538922155688624,-38.37837837837838,0.0352961131712676,0.9199311500223006,Astacus astacus,random_forest
7,500,10,2.233009708737864,0.8458252652679281,0.4582110581522122,-4.590818363273453,-6.044905008635578,0.0184984205466282,0.9500015958363662,Astacus astacus,random_forest
7,500,20,4.951456310679612,0.8499360693043292,0.4647085584925541,-9.44777112441783,-10.242085661080075,0.0201351462711166,0.9462879152502356,Astacus astacus,random_forest
7,500,50,12.196307094266276,0.8419470161271068,0.4996835940786206,-30.671989354624085,-38.94736842105263,0.036703200109875,0.916079427716244,Astacus astacus,random_forest
