entity_id,algorithm,axis,level,n_reps_ok,auc_mean,auc_lo,auc_hi
Procambarus_clarkii_alien,xgboost,lowacc,35,30,0.8710829909794003,0.8675790437677442,0.8743821751710945
Procambarus_clarkii_alien,xgboost,lowacc,50,30,0.8608204377559806,0.8537807976962345,0.8666683062457872
Procambarus_clarkii_alien,xgboost,snapping,0,50,0.8968049500692744,0.8937564037705139,0.8998327094238667
Procambarus_clarkii_alien,xgboost,snapping,5,50,0.8964540821492304,0.8935708278048159,0.899237072896261
Procambarus_clarkii_alien,xgboost,snapping,10,50,0.8987460259045821,0.8964893902320982,0.9008983639100886
Procambarus_clarkii_alien,xgboost,snapping,20,30,0.8979917994470574,0.8931199634702789,0.902632296838016
Procambarus_clarkii_alien,xgboost,snapping,35,30,0.894833267873023,0.8908793737216041,0.8984356410462833
Procambarus_clarkii_alien,xgboost,snapping,50,30,0.9008667241881486,0.8973315472891044,0.9040872503596202
Procambarus_clarkii_native,maxent,lowacc,0,50,0.7784754410568272,0.7652690163126908,0.7905980421234681
Procambarus_clarkii_native,maxent,lowacc,5,50,0.7781466855506416,0.7673271679068563,0.7890080919973538
Procambarus_clarkii_native,maxent,lowacc,10,50,0.7761999220235031,0.7634090505556959,0.7883833924911136
Procambarus_clarkii_native,maxent,lowacc,20,30,0.7744641935572528,0.7624226646175215,0.7860586441294625
Procambarus_clarkii_native,maxent,lowacc,35,30,0.780254695892384,0.7701285154077725,0.7907595288333613
Procambarus_clarkii_native,maxent,lowacc,50,30,0.7709328785841074,0.7587058515916089,0.7823424216174841
Procambarus_clarkii_native,maxent,snapping,0,49,0.7861196105374703,0.7756400132870642,0.7959038845140501
Procambarus_clarkii_native,maxent,snapping,5,50,0.7754416486607931,0.764887945399797,0.7850776697899052
Procambarus_clarkii_native,maxent,snapping,10,50,0.7627228528562949,0.7519246281761234,0.7727677271299834
Procambarus_clarkii_native,maxent,snapping,20,30,0.7659980670673395,0.7521087513096028,0.7791762616362095
Procambarus_clarkii_native,maxent,snapping,35,30,0.763177299214757,0.7494826385819954,0.7767008682940594
Procambarus_clarkii_native,maxent,snapping,50,30,0.7721050700233352,0.7601880241071434,0.7835345738846301
Procambarus_clarkii_native,random_forest,lowacc,0,50,0.7867211369520198,0.7691847293681173,0.8033718382619468
Procambarus_clarkii_native,random_forest,lowacc,5,50,0.800326601544229,0.7877598174236131,0.8128181925928583
Procambarus_clarkii_native,random_forest,lowacc,10,50,0.7973475616473076,0.7813511748534727,0.8132223615958311
Procambarus_clarkii_native,random_forest,lowacc,20,30,0.7927399284632111,0.7733266013087068,0.81185229940098
Procambarus_clarkii_native,random_forest,lowacc,35,30,0.8002833880972064,0.7812307017531206,0.8182598357187867
Procambarus_clarkii_native,random_forest,lowacc,50,30,0.7928566120427885,0.7732846438368922,0.812507155799768
Procambarus_clarkii_native,random_forest,snapping,0,50,0.7998672879677141,0.7831664233621386,0.8155817101440559
Procambarus_clarkii_native,random_forest,snapping,5,50,0.785801122852525,0.7714424569577695,0.8001843180933438
Procambarus_clarkii_native,random_forest,snapping,10,50,0.7804060119652896,0.7640511248599745,0.7963129249424773
Procambarus_clarkii_native,random_forest,snapping,20,30,0.7745973191404019,0.7529726288474804,0.7940980544951507
Procambarus_clarkii_native,random_forest,snapping,35,30,0.7757320713857844,0.7542309184824115,0.7970498063258976
Procambarus_clarkii_native,random_forest,snapping,50,30,0.7942689373530122,0.7744503118286448,0.8133362133334298
Procambarus_clarkii_native,xgboost,lowacc,0,50,0.7901805593844449,0.775951113439877,0.8033635508982067
Procambarus_clarkii_native,xgboost,lowacc,5,50,0.7933273486212616,0.7801745106549117,0.806247924648658
Procambarus_clarkii_native,xgboost,lowacc,10,50,0.79170285514214,0.7727573639812205,0.8093849678029397
Procambarus_clarkii_native,xgboost,lowacc,20,30,0.7843327622484279,0.7638383422524987,0.8042203381129941
Procambarus_clarkii_native,xgboost,lowacc,35,30,0.7943837621544113,0.7755792194643453,0.8101468761310342
Procambarus_clarkii_native,xgboost,lowacc,50,30,0.7832150657757292,0.7630890955316272,0.8028069614637708
Procambarus_clarkii_native,xgboost,snapping,0,50,0.7934493309754216,0.7753786913448302,0.8101492332348922
Procambarus_clarkii_native,xgboost,snapping,5,50,0.7855226247528401,0.7705402003552434,0.8001991319243669
Procambarus_clarkii_native,xgboost,snapping,10,50,0.7663048657556257,0.7498295483855937,0.7807716486795605
Procambarus_clarkii_native,xgboost,snapping,20,30,0.7667607792112434,0.7472577183961087,0.7861284998903588
Procambarus_clarkii_native,xgboost,snapping,35,30,0.7677612961096091,0.7467634389752636,0.7881702129127721
Procambarus_clarkii_native,xgboost,snapping,50,30,0.7945088250468804,0.7756348839819491,0.8108802310192689
astacus_astacus,maxent,lowacc,0,50,0.7109597557875114,0.7019090822569428,0.7195720896589924
astacus_astacus,maxent,lowacc,5,50,0.6895922345082465,0.6789190800876178,0.7000521304131049
astacus_astacus,maxent,lowacc,10,50,0.6783234914136945,0.6679934565947202,0.688708714400021
astacus_astacus,maxent,lowacc,20,30,0.6688831704029338,0.655708407724072,0.6817856024808335
astacus_astacus,maxent,lowacc,35,30,0.6298033357104421,0.619107724694393,0.6396381556573874
astacus_astacus,maxent,lowacc,50,30,0.614532028341443,0.6027706176669589,0.6257708938521986
astacus_astacus,maxent,snapping,0,50,0.7002396632710822,0.6904081770323863,0.7102437159441538
astacus_astacus,maxent,snapping,5,50,0.7008680831843521,0.6889499148019593,0.7122704571369459
astacus_astacus,maxent,snapping,10,50,0.7021713433484897,0.6932303411896181,0.7112762068429578
astacus_astacus,maxent,snapping,20,30,0.7041946679879781,0.6923165063645764,0.7162112706626362
astacus_astacus,maxent,snapping,35,30,0.7093989079580605,0.6941579033472778,0.7245966828355672
astacus_astacus,maxent,snapping,50,30,0.7311793497853302,0.7202795657287532,0.7424263194403843
astacus_astacus,random_forest,lowacc,0,50,0.7851448811526762,0.7678958740986256,0.8007038207116346
astacus_astacus,random_forest,lowacc,5,50,0.7548081340148456,0.7420811476938225,0.7669030076206234
astacus_astacus,random_forest,lowacc,10,50,0.7489505830337018,0.7349411109812046,0.7617809500782657
astacus_astacus,random_forest,lowacc,20,30,0.7246935741575047,0.7038365120467712,0.7411703571221501
astacus_astacus,random_forest,lowacc,35,30,0.6864329069176079,0.6758671772596294,0.6966338130241022
astacus_astacus,random_forest,lowacc,50,30,0.6825577170263408,0.667234694400588,0.6956603343143888
astacus_astacus,random_forest,snapping,0,50,0.7719852503179451,0.7586381034233957,0.7860618186075917
astacus_astacus,random_forest,snapping,5,50,0.7774459926734546,0.7606287121798934,0.7935621795938083
astacus_astacus,random_forest,snapping,10,50,0.766461820919839,0.7486092714261733,0.7833191064943892
astacus_astacus,random_forest,snapping,20,30,0.7682537145181623,0.7517509430161272,0.7838120016124474
astacus_astacus,random_forest,snapping,35,30,0.7635105618278238,0.7414620869220006,0.7848000974564528
astacus_astacus,random_forest,snapping,50,30,0.7868447182055973,0.7734320499020936,0.7998150587468137
astacus_astacus,xgboost,lowacc,0,50,0.7677534899990306,0.7501220713575183,0.7840927987433647
astacus_astacus,xgboost,lowacc,5,50,0.7448573884640132,0.7327765183605901,0.7558445561573024
astacus_astacus,xgboost,lowacc,10,50,0.7388609851422249,0.7256031701122568,0.7518399951926998
astacus_astacus,xgboost,lowacc,20,30,0.7099788872080014,0.6913493569057688,0.727884004397445
astacus_astacus,xgboost,lowacc,35,30,0.6723665153792598,0.6602244110844132,0.685171886845691
astacus_astacus,xgboost,lowacc,50,30,0.6627662124473124,0.6475768733741546,0.6760542109152573
astacus_astacus,xgboost,snapping,0,50,0.757401705878671,0.7426203845545215,0.7711007611613068
astacus_astacus,xgboost,snapping,5,50,0.7515003418800117,0.7324046907260966,0.7698035924366076
astacus_astacus,xgboost,snapping,10,50,0.7585181674152979,0.7422139815339825,0.7741308292557357
